player,team,position,competition,season,match,match_date,competition_stage,total_passes,completed_passes,incomplete_passes,completion_rate,forward_passes,forward_pass_share,long_passes,long_pass_share,average_pass_length
José Ignacio Fernández Iglesias,Spain,Right Center Back,UEFA Euro,2024,Spain 2 - 1 England,2024-07-14,Final,3,3,0,1.0,3,1.0,0,0.0,18.092738
