player,team,position,competition,season,match,match_date,competition_stage,total_passes,completed_passes,incomplete_passes,completion_rate,forward_passes,forward_pass_share,long_passes,long_pass_share,average_pass_length
Robin Aime Robert Le Normand,Spain,Right Center Back,UEFA Euro,2024,Spain 2 - 1 England,2024-07-14,Final,84,80,4,0.9523809523809523,65,0.7738095238095238,11,0.13095238095238096,21.857340009523814
